video_id,title,month,view_count,source_file,description,upload_date_raw
m2NOZqIW36k,"Israelis have ‘no confidence’ in govt, to ensure internal security | Quotable",2024-08,22472,AJ,"Mairav Zonszein, a senior analyst of the International Crisis Group, says some Israelis don't trust the government's ability to ensure law and order.

Subscribe to our channel: http://bit.ly/AJSubscribe 
Follow us on Twitter: https://twitter.com/AJEnglish 
Find us on Facebook: https://www.facebook.com/aljazeera 
Check our website: http://www.aljazeera.com/ 
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/ 
Download AJE Mobile App: https://aje.io/AJEMobile

#Israel #IsraeliPolice #IsraelSecurity #IsraelProtests #ItamarbenGvir #IsraeliPolitics #NetanyahuResign #IsraelInternalSecurity",2024-08-04T16:19:08Z
n1JsMsaR7yU,Palestinian Olympic runner Almasri comments on plight of Palestinians,2024-08,2563583,TRT,"“We know it's our duty to bring our voices and raise our flag and wear it on our chest for our people.”

Palestinian Olympic runner Layla Almasri has spoken on the plight of Palestinian people as she participated in the women’s 800m at Paris 2024.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-04T16:55:02Z
IPH1IfVvtfY,Global distrust of US ability to mediate with Israel | Quotable,2024-08,47376,AJ,"Abdullah al-Arian, an associate professor of history at Georgetown University, says most people see the US as partial towards Israel, and can not be trusted in any process of mediation with Israel.

Subscribe to our channel: http://bit.ly/AJSubscribe 
Follow us on Twitter: https://twitter.com/AJEnglish 
Find us on Facebook: https://www.facebook.com/aljazeera 
Check our website: http://www.aljazeera.com/ 
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/ 
Download AJE Mobile App: https://aje.io/AJEMobile

#WarOnGaza #GazaWar #UnitedStates #Netanyahu #Israel #USIsraelRelations #USForeignPolicy #IsraelGazaWar #GazaBombardment #USMilitarySupportToIsrael #USArmsShipmentToIsrael #AllEyesOnRafah #HandsOffRafah",2024-08-04T20:08:46Z
Gk3WF7vpR8E,What is Qatar's role in the Middle East? | DW News,2024-08,13676,DW,"Hamas leader Ismail Haniyeh was killed in Tehran, but is being buried in Qatar.  Why that is important and what does it reveal about Qatar’s role in the region? Israel has said it will  target Hamas leaders everywhere including in Qatar — but is that likely?

Subscribe: https://www.youtube.com/user/deutschewelleenglish?sub_confirmation=1

For more news go to: http://www.dw.com/en/
Follow DW on social media:
►Facebook: https://www.facebook.com/deutschewellenews/
►Twitter: https://twitter.com/dwnews
►Instagram: https://www.instagram.com/dwnews
►Twitch: https://www.twitch.tv/dwnews_hangout
Für Videos in deutscher Sprache besuchen Sie: https://www.youtube.com/dwdeutsch

#Qatar #Iran #Israel",8/5/2024 4:30
5oEvwxew8bc,Israeli tourists verbally harass protester,2024-08,723933,TRT,"""Israel is a fake state""

A Japanese pro-Palestine protester responds to verbal assaults from a group of Israeli tourists in Tokyo.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-05T15:13:27Z
1_rcStaxxG0,Wikipedia's War of Words | Digital Dilemma,2024-08,24157,AJ,"Al Jazeera's Samantha Johnson looks at Wikipedia's influence, from AI chatbots to shaping narratives around breaking news.

Subscribe to our channel: http://bit.ly/AJSubscribe
Follow us on Twitter: https://twitter.com/AJEnglish
Find us on Facebook: https://www.facebook.com/aljazeera
Check our website: http://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

#Wikipedia #WikipediaEditWars #GazaWar #NusretRefugeeCamp #PalestinianCasualties #IsraeliCaptives #DigitalBattle #WikipediaAccuracy #AIChatbots #InformationCredibility #AlJazeeraEnglish #DigitalDilemma",2024-08-05T17:29:57Z
B7Nw8DoscFw,‘Israel’s Guantanamo Bay’ #TheTake #Shorts #Podcast,2024-08,43276,AJ,,2024-08-05T18:09:17Z
5oEVeZSlNpE,UNRWA investigation: Nine staff ‘may have been involved’ in October 7 | AJ #Shorts,2024-08,16692,AJ,"An investigation by the UN’s Office of Internal Oversight Services found that nine UNRWA employees ‘may have been involved’ in the October 7th attacks on Israel. The investigation involved 19 staff members Israel had accused of being involved in the attack. It found no evidence or insufficient evidence against the other 10.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2024-08-05T18:43:37Z
Jy2y8Wh4AkU,Turkish FM Hakan Fidan on the latest Israeli strikes on Gaza,2024-08,15794,TRT,"“The owners (of Israel) must now take Israel by the leash and stop it.The region is no longer in a position to tolerate further Israeli provocations.”

Turkish Foreign Minister Hakan Fidan comments on the Israel’s continues bombardment in Gaza.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-06T06:22:33Z
Cndbvp8r_1o,Death and destruction after Israeli raid on occupied West Bank | AJ #shorts,2024-08,30472,AJ,"An Israeli raid has killed several Palestinians and left a trail of destruction in the occupied West Bank City of Jenin. 

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2024-08-06T11:24:19Z
9aUlSGZBfQA,US official refuses to acknowledge Iran’s right to self-defence | AJ #shorts,2024-08,170911,AJ,"Reporter asks US State Department spokesperson Matthew Miller why Israel has a right to self-defence, but Iran doesn't.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2024-08-06T14:09:50Z
qac3zyml_Vg,Hezbollah launches drone strikes into Israel | AJ #shorts,2024-08,962767,AJ,"Video shows Israeli police examining the site of a Hezbollah drone strike in northern Israel. The Lebanese group launched a series of drones it says were targeting Israeli military installations.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2024-08-06T16:03:26Z
5cE2qd61IaU,Israeli snipers invade Palestinian homes ‘almost every night’ | Quotable,2024-08,106036,AJ,"A former Israeli soldier, Nadav Weiman, who is now the executive director of Breaking the Silence, explains how the Israeli military has routinely invaded innocent Palestinians’ homes, and in the process has “ruined” their lives.

Subscribe to our channel http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

#Palestine #Gaza #OccupiedWestBank #GazaUnderAttack #GazaWar #IsraeliArmy #IsraelGazaWar #StrawWidow #IsraeliSniper #PiercingEyes #PalestinianHumanRights #Israel #StopTheWar #BreakingSilence",2024-08-06T16:55:09Z
4dGNcuUOJFM,Unidentified Palestinians buried in mass grave in Gaza,2024-08,30730,TRT,"Unidentified Palestinians killed by the Israeli army have been buried in Gaza after Israel handed their bodies over to the Palestinian authorities.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-06T19:39:21Z
PnQOEgbQiDg,"As Israel, Iran Tensions Rise, The US Is Left To “Pay” The Bill | Quotable",2024-08,43837,AJ,"Ibrahim Fraihat, an associate professor of conflict resolution, talks about  a possible conflict between Israel and Iran, and the US bearing the cost of a larger war.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  http://www.aljazeera.com/
Download AJE Mobile App : https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2024-08-07T00:44:13Z
wcbz8VJde0s,Explosion in north Israel as interceptor misses Hezbollah drone,2024-08,755705,TRT,"Surveillance footage from August 6 shows an explosion in northern Israel as an interceptor missed a Hezbollah drone and hit the ground, injuring several civilians.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-07T07:33:11Z
cgAuobLTYtY,Al Jazeera reporter interrupted by Hezbollah-Israeli missiles | AJ #shorts,2024-08,267220,AJ,"Al Jazeera’s Assed Baig was interrupted by Israeli missiles attempting to intercept rockets launched by Hezbollah at the southern Lebanon border. On Tuesday, Hezbollah launched a series of drone and rocket strikes on northern Israel.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2024-08-07T09:39:11Z
SZ6SGYYmeJw,Video captures Israeli missile strike on central Gaza camp | Al Jazeera Newsfeed,2024-08,209636,AJ,"An Israeli missile struck a camp housing displaced Palestinians in central Gaza, injuring dozens. It was part of a wave of Israeli air attacks that targeted parts of Deir el-Balah on Tuesday where tens of thousands of Palestinians are sheltering. 

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2024-08-07T12:30:39Z
q9o8Z3SZEzg,Kyrgyz and Uzbek group excludes Israeli flag bearer from photo,2024-08,352897,TRT,"A group of Kyrgyz and Uzbek individuals, taking a photo at #Paris2024, refuse to allow a person with an Israeli flag to join them.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-07T13:27:45Z
wxyK8bLni4E,"Israeli forces raid Gaza's Khan Younis, kill 9 Palestinians",2024-08,52784,TRT,"Israel has killed at least nine Palestinians in raids on Khan Younis, south of Gaza. Some of the bodies could not be moved to the Nasser Medical Complex, one of the few remaining hospitals in Gaza, amid difficulties imposed by Israel's ongoing, brutal onslaught on the enclave.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-07T18:26:14Z
BfoTdQniih4,"Meta apologises after removing Malaysian PM’s post on Ismail Haniyeh, citing ‘operational error’",2024-08,159989,TRT,"Meta apologises for removing Malaysian PM's post about the late Hamas political chief Haniyeh, citing “an operational error,” once again drawing flak from users due to concerns about freedom of speech.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-08T06:16:23Z
-3NGxwIaq0w,How Nefes Cola is becoming a symbol of support for Palestinians in the Serbian town of Novi Pazar,2024-08,39231,TRT,"In Serbia’s town of Novi Pazar, a local beverage brand is making waves as it takes the place of giant Coca-Cola in the wake of Israeli products boycott.

#AcrossTheBalkans spoke with the people behind this emerging alternative.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-08T08:08:07Z
TyzdlTA7k18,Kamala Harris heckled by protesters over Israel-Palestine stance | Al Jazeera Newsfeed,2024-08,338476,AJ,"US presidential candidate Kamala Harris has been heckled by protesters at a rally in Michigan over the US’s continued support for Israel. The Biden-Harris administration has defended Israel against war crimes charges in the world’s top courts. 

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2024-08-08T08:19:33Z
992IyBnyBQE,UK counter protests against the far right,2024-08,66443,TRT,"Groups gathered in several neighbourhoods in the UK, to counter-protest in response to anti-migrant protests by far-right groups.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-08T10:24:58Z
OXNpOLU1H78,Palestinians burned alive in Israeli attack on Khan Younis ‘safe zone’ | AJ #shorts,2024-08,1086747,AJ,"Palestinians have been burned alive after Israeli air attacks hit a crowded camp that had reportedly been designated a ‘safe zone’. 

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2024-08-08T12:46:49Z
xgo7zzS_PGY,Israel ‘euphoric’ about Hamas’s leadership pick | Quotable,2024-08,56945,AJ,"American political scientist Norman Finkelstein talks about how appointing the man that Israel considers the architect of the October 7 attacks Yahya Sinwar, gives Israel another excuse to steer clear of any ceasefire talks.

Subscribe to our channel: http://bit.ly/AJSubscribe 
Follow us on Twitter: https://twitter.com/AJEnglish 
Find us on Facebook: https://www.facebook.com/aljazeera 
Check our website: http://www.aljazeera.com/ 
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/ 
Download AJE Mobile App: https://aje.io/AJEMobile

#Hamas #IsmailHaniyeh #YahyaSinwar #IsmailHaniyehKilling #HamasLeadership #HamasNewLeader #HamasChief #HamasPoliticalBureau #Palestine #Gaza #Israel #IsraelGazaWar #IsraelHamasWar #HamasLeaders #WhosYahyaSinwar #HamasPoliticalLeader #AlJazeeraEnglish",2024-08-08T15:00:19Z
FxzUn7EXZE0,Satellite images show water infrastructure before and after strikes in Rafah,2024-08,85231,TRT,"Recent satellite images have shown the destruction of water infrastructure in Rafah after the Israeli military attacked the wells in the city.

Salama Shurab, Head of the water networks at Khan Younis municipality, reported that Israeli forces destroyed the wells in Rafah and Khan Younis between July 18-27, blowing up more than 30 wells.

Palestinians were already enduring a severe water crisis and shortages of food, fuel and medicine, which have only worsened the suffering caused by Israel's onslaught on Gaza, now in its tenth month.

Amid scarcity, people in Gaza have turned to digging wells in desolate areas near the sea, where bombings have driven them, or rely on salty tap water from Gaza's only aquifer, now contaminated with seawater and sewage.

Children walk long distances to gather water from makeshift collection points. Too weak to carry the heavy containers, they often drag them home on wooden boards.

According to Oxfam, Gaza has lost nearly all its water production capacity, with 88% of its wells and all of its desalination plants damaged or destroyed.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-08T15:41:35Z
APuEQdmOeLg,Pro-Palestine chants interrupt Kamala Harris rally speech,2024-08,988380,TRT,"“Kamala, Kamala, you can’t hide, we won’t vote for genocide!”

Pro-Palestine protesters interrupted Kamala Harris’s speech during a Democrat rally in Detroit, Michigan.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-08T17:07:02Z
u6lPmqOES0c,Trump: Kamala has been very bad to Jews and Israel,2024-08,123420,TRT,"‘She's been very, very bad to Israel’

Former president Donald Trump says if any Jewish person votes for Vice President Kamala Harris in the upcoming elections, they ‘should have their head examined’.
#trump #harris #israel 

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-09T10:57:30Z
0FWQ4H9-ZhU,Israeli Deputy Mayor Arieh King accused of stoking race riots in UK,2024-08,243953,TRT,"Jerusalem’s Deputy Mayor Arieh King has a history of anti-Muslim hate. His latest posts have sparked outrage for repeatedly including hate-fueling photos and videos misrepresenting the Muslim community amid violent race riots in the UK. 
#israel #uk 


Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-09T11:45:04Z
VloKVPPddXQ,Israeli land seizures in the occupied West Bank,2024-08,49438,TRT,"As Israel's genocidal war on Palestine’s Gaza enters its 10th month, Israeli officials have authorised the largest land seizure in the occupied West Bank since the Oslo Accords of 1993, jeopardising prospects for a future Palestinian state.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-09T15:07:12Z
y6QS_fBnlVw,Israeli airstrike destroys a home in Khan Younis | AJ #shorts,2024-08,79455,AJ,"Video shows the moment an Israeli air strike destroys a house belonging to the al-Farra family in Khan Younis.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2024-08-09T16:17:51Z
7BtL93pGF14,Thousands of Palestinians flee eastern Khan Younis as Israel steps up attacks | DW News,2024-08,5953,DW,"Subscribe: https://www.youtube.com/user/deutschewelleenglish?sub_confirmation=1

For more news go to: http://www.dw.com/en/
Follow DW on social media:
►Facebook: https://www.facebook.com/deutschewellenews/
►Twitter: https://twitter.com/dwnews
►Instagram: https://www.instagram.com/dwnews
►Twitch: https://www.twitch.tv/dwnews_hangout
Für Videos in deutscher Sprache besuchen Sie: https://www.youtube.com/dwdeutsch",8/9/2024 21:55
#NAME?,Israeli military kills at least 100 in Gaza school bombing during fajr prayer,2024-08,62424,TRT,"The Israeli military bombed a school in eastern Gaza while worshippers were performing the fajr (dawn) prayer early Saturday, killing at least 100 Palestinians.

Gaza government media sources said the school was housing about 250 Palestinians, roughly half of which were women and children.


Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-10T07:29:38Z
O1IhZynpWJc,Lebanon's Infrastructure at Risk,2024-08,12577,TRT,"In 2006, Israel inflicted nearly three billion dollars in damage to Lebanon's infrastructure. Recent Israeli air strikes on Lebanon's south have already impacted electricity and water access. And a new conflict could make things a lot worse.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-10T12:30:46Z
g3vF-rqmJRs,Witnesses describe Israeli attack in Gaza’s Khan Younis market,2024-08,17180,TRT,"Witnesses of an Israeli raid on August 11 that targeted a group of residents near the Wednesday market in the centre of Khan Younis describe horrific scenes.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-11T12:13:24Z
rDWeNGypbIY,Palestinians evacuate Khan Younis after Israeli order,2024-08,95715,TRT,"Thousands of Palestinians began evacuating from Khan Younis in central Gaza to al Mawasi on August 11, following an evacuation order issued by the Israeli army.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-11T13:50:37Z
#NAME?,Kamala Harris’ support for Israel over the years,2024-08,119378,TRT,"“I believe the bonds between the United States and Israel are unbreakable.”

Just one day after the US Department of Defense was set to release $3.5B in aid for Israel to spend on military and weapons, Kamala Harris called for a ceasefire in Gaza. 

But her history of staunch support for Israel suggests a different reality

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-11T15:08:04Z
Zpp-W4PR9Zs,The moment Israeli air strike kills Palestinian in Gaza,2024-08,217708,TRT,"The moment an Israeli air strike hits a residential area in Sheikh Radwan district of Gaza city, killing a Palestinian and wounding others.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-11T19:10:25Z
eLXygvhsHF0,Palestinian girl cries for an end to Israel's war on Gaza,2024-08,898985,TRT,"''Children are dying under the rubble. Their hands are severed, their legs are torn, their heads are crushed.''

Palestinian girl calls for an end to the suffering in besieged Gaza, amid Israel's 300-day war. 

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2024-08-11T19:56:03Z
zoJleyeV1E4,‘American complicity’ ensures Israel’s war on Gaza continues | Quotable,2024-08,8785,AJ,"Mustafa Barghouti, the Secretary General of the PNI says Israel’s attack on a school in Gaza City, where displaced Palestinians were praying, further demonstrates how countries like the US, shelter Benjamin Netanyahu from accountability for the killing of civilians.

Subscribe to our channel: http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

#ICJ #UnitedNations #TheHague #Israel #Palestine #Gaza #SouthAfrica #Genocide #GazaWar #WarCrimes #IsraelWarCrimes #GazaGenocide #IsraelWarOnGaza #WarOnGaza #IsraelOffensiveOnRafah #Rafah #UnitedStates",2024-08-11T20:14:02Z
gge7QDNGXAY,‘Zionist philosophy’ driving Israel’s war on Gaza | Quotable,2024-08,35307,AJ,"Rami Khouri, a Director of Global Engagement says Israel’s latest attack on a school in Gaza City, while civilians were praying, is a reflection of its core Zionist agenda towards Palestinians.

Subscribe to our channel: http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

#Israel #IsraelHamasWar #GazaWar #IsraelGazaWar #Palestine #IsraelWar #Gaza #WarOnGaza #RafahUnderFire #AlMawasiAttack #AlMawasiMassacre #GazaUnderAttack #AlMawasiCamp #GazaHumanitarianCrisis #GazaBombardment #GazaRefugeeCamps #InternationalCriminalCourt #Rafah",2024-08-11T20:17:58Z
